Measurement,Type,State,Forest type,Total,0-20 years,21-40 years,41-60 years,61-80 years,81-100 years,100-120 years,121-140 years,141-160 years,161-180 years,181-200 years,500+ years
acres,PLANTED,LA,Sweetbay / swamp tupelo / red maple,5331.00,5331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,LA,Willow,4188.00,4188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,LA,Sycamore / pecan / American elm,26108.00,24563.00,0.00,1544.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,LA,Sugarberry / hackberry / elm / green ash,79661.00,74330.00,5331.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,LA,Other exotic hardwoods,15371.00,15371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,LA,Nonstocked,31316.00,31316.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Total,19338183.00,6922000.00,5984183.00,3608447.00,2494737.00,313762.00,15055.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Balsam fir,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Longleaf pine,291685.00,48517.00,75054.00,100076.00,60680.00,7358.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Slash pine,544986.00,95135.00,165951.00,180236.00,95716.00,7948.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Loblolly pine,7516316.00,3661494.00,3070146.00,554347.00,197319.00,33009.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Shortleaf pine,225347.00,27341.00,78153.00,46165.00,54600.00,19088.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Spruce pine,19576.00,0.00,1493.00,3007.00,15076.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Eastern redcedar,56142.00,19858.00,18306.00,17978.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Eastern redcedar / hardwood,46641.00,18729.00,17437.00,7949.00,2526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Longleaf pine / oak,46910.00,20309.00,13908.00,7867.00,4826.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Shortleaf pine / oak,176525.00,23577.00,42844.00,87455.00,18166.00,4483.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Loblolly pine / hardwood,1553889.00,639510.00,426372.00,338699.00,136066.00,10934.00,2307.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Slash pine / hardwood,123040.00,23661.00,52441.00,27627.00,19311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Other pine / hardwood,24440.00,6019.00,0.00,2307.00,16115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Post oak / blackjack oak,287211.00,27925.00,45803.00,102681.00,108495.00,2307.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Chestnut oak,6321.00,0.00,0.00,0.00,6321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,White oak / red oak / hickory,878654.00,163940.00,208514.00,242822.00,244641.00,12310.00,6427.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,White oak,149080.00,5804.00,27231.00,51556.00,46273.00,16635.00,1580.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Northern red oak,2099.00,2099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Yellow-poplar / white oak / northern red oak,174135.00,6865.00,67583.00,49436.00,43931.00,6321.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sassafras / persimmon,78465.00,67599.00,10866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sweetgum / yellow-poplar,1033690.00,358732.00,310908.00,206471.00,151567.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Scarlet oak,3160.00,0.00,0.00,3160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Yellow-poplar,43171.00,9172.00,26409.00,4604.00,2986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Black locust,14229.00,1900.00,1842.00,10487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Chestnut oak / black oak / scarlet oak,22236.00,1889.00,7023.00,577.00,12748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Cherry / white ash / yellow-poplar,82602.00,37133.00,31299.00,8790.00,3800.00,1580.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Elm / ash / black locust,116849.00,34035.00,45123.00,25590.00,6089.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Red maple / oak,29036.00,23045.00,5360.00,631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Mixed upland hardwoods,1732269.00,518816.00,434755.00,448569.00,299889.00,30240.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Swamp chestnut oak / cherrybark oak,347754.00,63614.00,26209.00,97849.00,115151.00,44930.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sweetgum / Nuttall oak / willow oak,1290648.00,346182.00,279831.00,300611.00,321302.00,42723.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Overcup oak / water hickory,195976.00,14180.00,41401.00,46270.00,80629.00,8755.00,4740.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Baldcypress / water tupelo,162388.00,11991.00,19671.00,60547.00,48239.00,21939.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sweetbay / swamp tupelo / red maple,562908.00,76948.00,148446.00,201593.00,131689.00,4232.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Baldcypress / pondcypress,2797.00,1090.00,1586.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,River birch / sycamore,105555.00,25338.00,31304.00,36792.00,12121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Cottonwood,28946.00,9017.00,1503.00,6012.00,6403.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Willow,115787.00,62614.00,24867.00,19288.00,9017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sycamore / pecan / American elm,273280.00,37093.00,51761.00,72246.00,95651.00,16529.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Sugarberry / hackberry / elm / green ash,600073.00,117676.00,138705.00,218608.00,120679.00,4405.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Silver maple / American elm,4510.00,4510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Red maple / lowland,17102.00,7736.00,4897.00,2967.00,1503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Cottonwood / willow,29221.00,11924.00,6427.00,5661.00,5209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Other hardwoods,18690.00,12641.00,4613.00,1437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Other exotic hardwoods,54749.00,27252.00,18140.00,9357.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MS,Nonstocked,249091.00,249091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Total,13249539.00,3035718.00,3889206.00,3514696.00,2481103.00,313762.00,15055.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Balsam fir,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Longleaf pine,254461.00,27196.00,61677.00,100076.00,58154.00,7358.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Slash pine,397286.00,34848.00,100277.00,166995.00,87217.00,7948.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Loblolly pine,2587162.00,712937.00,1169636.00,476871.00,194710.00,33009.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Shortleaf pine,205928.00,16774.00,69302.00,46165.00,54600.00,19088.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Spruce pine,19576.00,0.00,1493.00,3007.00,15076.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Eastern redcedar,54561.00,18278.00,18306.00,17978.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Eastern redcedar / hardwood,46641.00,18729.00,17437.00,7949.00,2526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Longleaf pine / oak,34468.00,7867.00,13908.00,7867.00,4826.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Shortleaf pine / oak,170098.00,17150.00,42844.00,87455.00,18166.00,4483.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Loblolly pine / hardwood,1139318.00,301655.00,349657.00,338699.00,136066.00,10934.00,2307.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Slash pine / hardwood,121887.00,22507.00,52441.00,27627.00,19311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Other pine / hardwood,24440.00,6019.00,0.00,2307.00,16115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Post oak / blackjack oak,273889.00,14603.00,45803.00,102681.00,108495.00,2307.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Chestnut oak,6321.00,0.00,0.00,0.00,6321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,White oak / red oak / hickory,842306.00,127592.00,208514.00,242822.00,244641.00,12310.00,6427.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,White oak,147239.00,3963.00,27231.00,51556.00,46273.00,16635.00,1580.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Northern red oak,2099.00,2099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Yellow-poplar / white oak / northern red oak,174135.00,6865.00,67583.00,49436.00,43931.00,6321.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sassafras / persimmon,72451.00,61585.00,10866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sweetgum / yellow-poplar,986053.00,317627.00,304376.00,206471.00,151567.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Scarlet oak,3160.00,0.00,0.00,3160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Yellow-poplar,43171.00,9172.00,26409.00,4604.00,2986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Black locust,12329.00,0.00,1842.00,10487.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Chestnut oak / black oak / scarlet oak,22236.00,1889.00,7023.00,577.00,12748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Cherry / white ash / yellow-poplar,82602.00,37133.00,31299.00,8790.00,3800.00,1580.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Elm / ash / black locust,109342.00,26528.00,45123.00,25590.00,6089.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Red maple / oak,24546.00,23045.00,870.00,631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Mixed upland hardwoods,1629195.00,428090.00,425441.00,445536.00,299889.00,30240.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Swamp chestnut oak / cherrybark oak,317403.00,33264.00,26209.00,97849.00,115151.00,44930.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sweetgum / Nuttall oak / willow oak,1093897.00,158945.00,270316.00,300611.00,321302.00,42723.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Overcup oak / water hickory,190102.00,8306.00,41401.00,46270.00,80629.00,8755.00,4740.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Baldcypress / water tupelo,162388.00,11991.00,19671.00,60547.00,48239.00,21939.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sweetbay / swamp tupelo / red maple,558398.00,72438.00,148446.00,201593.00,131689.00,4232.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Baldcypress / pondcypress,2797.00,1090.00,1586.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,River birch / sycamore,105555.00,25338.00,31304.00,36792.00,12121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Cottonwood,22935.00,3006.00,1503.00,6012.00,6403.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Willow,109814.00,56641.00,24867.00,19288.00,9017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sycamore / pecan / American elm,273280.00,37093.00,51761.00,72246.00,95651.00,16529.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Sugarberry / hackberry / elm / green ash,592629.00,110231.00,138705.00,218608.00,120679.00,4405.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Silver maple / American elm,4510.00,4510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Red maple / lowland,17102.00,7736.00,4897.00,2967.00,1503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Cottonwood / willow,25745.00,8448.00,6427.00,5661.00,5209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Other hardwoods,18690.00,12641.00,4613.00,1437.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Other exotic hardwoods,54749.00,27252.00,18140.00,9357.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MS,Nonstocked,212638.00,212638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Total,6088644.00,3886282.00,2094977.00,93751.00,13634.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Longleaf pine,37224.00,21321.00,13377.00,0.00,2526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Slash pine,147700.00,60287.00,65674.00,13241.00,8498.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Loblolly pine,4929153.00,2948557.00,1900510.00,77477.00,2610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Shortleaf pine,19419.00,10568.00,8851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Eastern redcedar,1580.00,1580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Longleaf pine / oak,12442.00,12442.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Shortleaf pine / oak,6427.00,6427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Loblolly pine / hardwood,414571.00,337855.00,76716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Slash pine / hardwood,1153.00,1153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Post oak / blackjack oak,13322.00,13322.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,White oak / red oak / hickory,36348.00,36348.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,White oak,1841.00,1841.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Sassafras / persimmon,6014.00,6014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Sweetgum / yellow-poplar,47637.00,41105.00,6532.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Black locust,1900.00,1900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Elm / ash / black locust,7508.00,7508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Red maple / oak,4490.00,0.00,4490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Mixed upland hardwoods,103073.00,90727.00,9314.00,3033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Swamp chestnut oak / cherrybark oak,30350.00,30350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Sweetgum / Nuttall oak / willow oak,196752.00,187237.00,9515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Overcup oak / water hickory,5874.00,5874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Sweetbay / swamp tupelo / red maple,4510.00,4510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Cottonwood,6012.00,6012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Willow,5973.00,5973.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Sugarberry / hackberry / elm / green ash,7445.00,7445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Cottonwood / willow,3476.00,3476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,PLANTED,MS,Nonstocked,36453.00,36453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Total,15332176.00,513935.00,1680051.00,4095015.00,5390561.00,2716013.00,705474.00,212553.00,18574.00,0.00,0.00,0.00
acres,ALL,MO,Eastern white pine,3855.00,0.00,0.00,3855.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Shortleaf pine,272868.00,22571.00,23492.00,103325.00,88976.00,28665.00,5838.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Eastern redcedar,371032.00,27706.00,108387.00,152188.00,53857.00,27400.00,1494.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Scotch pine,644.00,644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Eastern white pine / northern red oak / white ash,1643.00,0.00,0.00,1643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Eastern redcedar / hardwood,578359.00,28576.00,117859.00,176607.00,168526.00,73737.00,13055.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Shortleaf pine / oak,316339.00,4400.00,15296.00,67396.00,158762.00,54850.00,15635.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Post oak / blackjack oak,1493487.00,28289.00,120543.00,347645.00,640822.00,284577.00,55016.00,10981.00,5613.00,0.00,0.00,0.00
acres,ALL,MO,White oak / red oak / hickory,6760752.00,128895.00,639663.00,1490355.00,2619655.00,1385946.00,367918.00,118293.00,10027.00,0.00,0.00,0.00
acres,ALL,MO,White oak,1855509.00,9228.00,45791.00,243249.00,709059.00,567601.00,194369.00,83279.00,2933.00,0.00,0.00,0.00
acres,ALL,MO,Northern red oak,102754.00,0.00,5905.00,13988.00,54784.00,13008.00,15068.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Sassafras / persimmon,70518.00,16473.00,11802.00,22948.00,19295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Bur oak,35746.00,0.00,1590.00,8406.00,13562.00,6479.00,5709.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Scarlet oak,103443.00,762.00,6768.00,42244.00,36829.00,14763.00,2077.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Yellow-poplar,1232.00,0.00,0.00,1232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Black walnut,166358.00,16066.00,22071.00,78173.00,35174.00,14874.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Black locust,38836.00,1590.00,10159.00,27087.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Chestnut oak / black oak / scarlet oak,242465.00,0.00,20102.00,77386.00,87131.00,49086.00,8760.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Cherry / white ash / yellow-poplar,65346.00,2351.00,29689.00,22018.00,6736.00,4552.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Elm / ash / black locust,303908.00,22473.00,76218.00,146189.00,46698.00,12331.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Red maple / oak,2285.00,1523.00,762.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Mixed upland hardwoods,1093673.00,37975.00,174655.00,530329.00,289137.00,56834.00,4745.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Swamp chestnut oak / cherrybark oak,55403.00,0.00,0.00,17622.00,10809.00,26972.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Sweetgum / Nuttall oak / willow oak,11881.00,6951.00,0.00,0.00,0.00,4930.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Overcup oak / water hickory,53566.00,5889.00,5709.00,12985.00,11940.00,17043.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Baldcypress / water tupelo,10118.00,0.00,0.00,1643.00,0.00,8475.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Black ash / American elm / red maple,42968.00,0.00,3532.00,8782.00,22998.00,7656.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,River birch / sycamore,211846.00,8705.00,46957.00,96386.00,40772.00,12668.00,6358.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Cottonwood,95365.00,7504.00,28289.00,22586.00,35352.00,1634.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Willow,44164.00,16503.00,14342.00,9843.00,3475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Sycamore / pecan / American elm,110912.00,1376.00,18137.00,58895.00,26346.00,6159.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Sugarberry / hackberry / elm / green ash,455930.00,24530.00,78480.00,199653.00,125026.00,22358.00,5883.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Silver maple / American elm,146480.00,4604.00,31759.00,69654.00,40462.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Red maple / lowland,630.00,630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Cottonwood / willow,14543.00,0.00,12900.00,1643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Sugar maple / beech / yellow birch,65713.00,4635.00,0.00,22393.00,28170.00,6967.00,3547.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Hard maple / basswood,36223.00,0.00,1350.00,12217.00,16208.00,6448.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Other hardwoods,34882.00,25573.00,7847.00,1462.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Other exotic hardwoods,2986.00,0.00,0.00,2986.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,ALL,MO,Nonstocked,57512.00,57512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Total,15156786.00,478549.00,1657617.00,4006821.00,5361947.00,2715251.00,705474.00,212553.00,18574.00,0.00,0.00,0.00
acres,NATURAL,MO,Shortleaf pine,174770.00,14973.00,9975.00,50969.00,65111.00,27903.00,5838.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Eastern redcedar,366986.00,27706.00,108387.00,148142.00,53857.00,27400.00,1494.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Scotch pine,644.00,644.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Eastern redcedar / hardwood,578359.00,28576.00,117859.00,176607.00,168526.00,73737.00,13055.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Shortleaf pine / oak,300622.00,4400.00,15296.00,56428.00,154013.00,54850.00,15635.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Post oak / blackjack oak,1493487.00,28289.00,120543.00,347645.00,640822.00,284577.00,55016.00,10981.00,5613.00,0.00,0.00,0.00
acres,NATURAL,MO,White oak / red oak / hickory,6750986.00,121413.00,637378.00,1490355.00,2619655.00,1385946.00,367918.00,118293.00,10027.00,0.00,0.00,0.00
acres,NATURAL,MO,White oak,1855509.00,9228.00,45791.00,243249.00,709059.00,567601.00,194369.00,83279.00,2933.00,0.00,0.00,0.00
acres,NATURAL,MO,Northern red oak,102754.00,0.00,5905.00,13988.00,54784.00,13008.00,15068.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Sassafras / persimmon,63184.00,16473.00,11802.00,15614.00,19295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Bur oak,35746.00,0.00,1590.00,8406.00,13562.00,6479.00,5709.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Scarlet oak,102661.00,762.00,5985.00,42244.00,36829.00,14763.00,2077.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Yellow-poplar,1232.00,0.00,0.00,1232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Black walnut,158919.00,14477.00,16221.00,78173.00,35174.00,14874.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Black locust,38836.00,1590.00,10159.00,27087.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
acres,NATURAL,MO,Chestnut oak / black oak / scarlet oak,242465.00,0.00,20102.00,77386.00,87131.00,49086.00,8760.00,0.00,0.00,0.00,0.00,0.00
